8.0,2.0 || -62, -68, -64, -70, -65 || -64, -70, -67, -72, -67 || -55, -61, -57, -63, -58 || -52, -58, -55, -60, -56 || -62, -68, -64, -70, -65 || -62, -69, -64, -70, -65
10.0,10.0 || -68, -68, -69, -70, -67 || -65, -65, -66, -67, -64 || -66, -66, -67, -68, -65 || -65, -65, -66, -67, -64 || -59, -59, -60, -61, -58 || -27, -25, -26, -27, -24
8.0,10.0 || -72, -68, -69, -71, -65 || -68, -64, -65, -67, -61 || -70, -71, -67, -69, -63 || -70, -69, -67, -69, -63 || -60, -56, -56, -59, -53 || -56, -52, -53, -55, -49
6.0,4.0 || -63,-61,-65,-63,-64 || -64,-63,-64,-65,-65 || -58,-56,-58,-59,-59 || -62,-59,-61,-61,-62 || -62,-60,-61,-62,-62 || -65,-61,-63,-63,-64
4.0,6.0 || -63,-62,-63,-62,-63 || -61,-60,-61,-65,-61 || -62,-60,-62,-61,-61 || -65,-63,-65,-63,-64 || -59,-57,-59,-57,-58 || -63,-62,-63,-62,-63
0.0,0.0 || -27,-30,-29,-25,-23 || -67,-70,-68,-65,-63 || -61,-65,-63,-59,-57 || -67,-71,-68,-65,-63 || -68,-71,-69,-66,-64 || -70,-73,-72,-68,-66
2.0,0.0 || -55,-51,-50,-50,-57 || -69,-65,-64,-64,-71 || -58,-55,-53,-54,-60 || -67,-63,-62,-64,-69 || -69,-66,-64,-64,-71 || -71,-67,-66,-66,-73
0.0,8.0 || -63,-60,-60,-59,-64 || -51,-49,-47,-48,-53 || -64,-62,-67,-61,-66 || -67,-66,-64,-63,-68 || -59,-57,-58,-56,-61 || -65,-63,-64,-62,-66
0.0,10.0 || -69,-64,-67,-65,-65 || -19,-24,-25,-25,-25 || -60,-65,-69,-66,-66 || -62,-67,-70,-68,-68 || -53,-58,-61,-59,-59 || -59,-64,-67,-65,-65
4.0,2.0 || -60,-60,-63,-58,-59 || -66,-66,-69,-64,-65 || -54,-54,-58,-53,-53 || -63,-63,-66,-61,-62 || -65,-65,-68,-63,-64 || -67,-67,-70,-65,-66
10.0,2.0 || -63,-61,-63,-69,-63 || -65,-63,-65,-71,-65 || -58,-56,-57,-63,-58 || -49,-48,-49,-55,-50 || -62,-65,-63,-68,-63 || -61,-59,-61,-67,-61
10.0,4.0 || -66,-67,-65,-65,-71 || -67,-69,-65,-66,-71 || -62,-63,-60,-61,-66 || -58,-59,-56,-57,-62 || -64,-64,-64,-62,-68 || -61,-62,-60,-60,-66
8.0,6.0 || -62,-66,-68,-59,-65 || -61,-65,-67,-58,-64 || -59,-62,-65,-55,-62 || -58,-62,-64,-55,-61 || -56,-60,-62,-53,-49 || -55,-59,-61,-52,-59
2.0,8.0 || -61,-59,-63,-67,-65 || -52,-53,-54,-58,-56 || -61,-59,-64,-67,-65 || -63,-62,-66,-69,-68 || -54,-55,-56,-60,-58 || -61,-59,-63,-67,-65
10.0,8.0 || -66,-64,-60,-66,-69 || -64,-62,-58,-64,-67 || -63,-62,-57,-63,-66 || -62,-60,-56,-62,-65 || -58,-57,-53,-58,-61 || -50,-48,-44,-50,-53
6.0,6.0 || -64,-65,-63,-64,-63 || -62,-64,-61,-62,-61 || -61,-62,-60,-61,-60 || -62,-64,-61,-62,-61 || -57,-59,-57,-57,-57 || -60,-62,-59,-60,-59
